Mensagem,Tópico,Subtópico,Data,Remetente
Tô tentando compreender. Já consegui integrá-lo ao DeepSeek. O carro já tenho. Só falta saber dirigir 🤣,Ferramentas e Plataformas,LLMs e Modelos,2025-02-17 21:28:00,Alessandro Segalla
Kkkkkkkk,Outros,,2025-02-17 21:28:00,Viny Campos
Quando foi que rolou essa aula de integrar com o deepseek?,Ferramentas e Plataformas,LLMs e Modelos,2025-02-17 21:28:00,Viny Campos
Sensacional!,Outros,,2025-02-17 21:29:00,Alessandro Segalla
Tem vídeo.,Outros,,2025-02-17 21:29:00,Alessandro Segalla
Aqui?,Outros,,2025-02-17 21:29:00,Viny Campos
Sim 👍🏻,Outros,,2025-02-17 21:30:00,Alessandro Segalla
Vamos fazer juntos,Outros,,2025-02-17 21:30:00,Luiz Peixoto
"Bora, quando?",Outros,,2025-02-17 21:30:00,Viny Campos
‎IMG-20250218-WA0001.jpg (arquivo anexado),Outros,,2025-02-17 21:31:00,Luiz Peixoto
Eu já consegui integrar. Agora preciso aprender a operar para tentar gerar os relatórios que o Luiz tem gerado. Ou parecidos.,Aplicações Jurídicas Práticas,Documentos Jurídicos e Peças Processuais,2025-02-17 21:31:00,Alessandro Segalla
Ficarei no aguardo,Outros,,2025-02-17 21:31:00,Viny Campos
Estou montando um repositório só com prompts personalizados,Outros,,2025-02-17 21:31:00,Luiz Peixoto
Eu tinha feito na época com o chatgpt,Ferramentas e Plataformas,LLMs e Modelos,2025-02-17 21:32:00,Viny Campos
"Meu Deus! Olha aí, Erica, o esculacho 😂",Outros,,2025-02-17 21:32:00,Alessandro Segalla
é onde testei muitas coisas intensivamente,Outros,,2025-02-17 21:34:00,Luiz Peixoto
Fabric é outro nível,Outros,,2025-02-17 21:34:00,Viny Campos
É muito bom ter o conhecimento que os colegas têm… Mas estou milhares de quilômetros atrás…,Conceitos Técnicos e Fundamentos de IA,"Raciocínio, Lógica e Semântica",2025-02-17 21:35:00,Alessandro Segalla
Deixa disso,Outros,,2025-02-17 21:36:00,Luiz Peixoto
"Bora fazer uma sessão no Zoom? @5521993912150, Pode ajudar com isso?",Outros,,2025-02-17 21:39:00,Luiz Peixoto
Amanhã?,Outros,,2025-02-17 21:40:00,Viny Campos
Eu tenho Zoom. Quantas pessoas seriam e em qual horário?,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:41:00,Alessandro Segalla
O nosso grupo tem 28. Cabem todos no meu plano.,Outros,,2025-02-17 21:41:00,Alessandro Segalla
Sensacional.,Outros,,2025-02-17 21:42:00,Alessandro Segalla
Então bora pra cima,Outros,,2025-02-17 21:44:00,Viny Campos
Quem gostaria de pedir submeter o texto a seguir em um chat e ver o resultado?,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:49:00,Luiz Peixoto
Posso colocar em qualquer IA o prompt?,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:50:00,Viny Campos
Use sua inituição. Experimente!,Outros,,2025-02-17 21:51:00,Luiz Peixoto
"import React, { useState } from 'react';",Outros,,2025-02-17 21:56:00,Alessandro Segalla
Claude no celular,Ferramentas e Plataformas,LLMs e Modelos,2025-02-17 21:56:00,Alessandro Segalla
Vou tentar aqui,Outros,,2025-02-17 21:56:00,Viny Campos
DeepSeek:,Ferramentas e Plataformas,LLMs e Modelos,2025-02-17 22:01:00,Alessandro Segalla
"O código que você forneceu é um componente React que implementa um sistema de votação usando o **Método de Borda**. Esse método é um sistema de votação em que os eleitores classificam as opções em ordem de preferência, e cada posição recebe uma pontuação específica. No seu caso, a pontuação é a seguinte:",Ferramentas e Plataformas,Código e Bibliotecas,2025-02-17 22:01:00,Alessandro Segalla
pessa a ele para implementar.  ou dar soluções mais simples,Ferramentas e Plataformas,Geral,2025-02-17 22:07:00,Luiz Peixoto
Por exemplo:,Outros,,2025-02-17 22:07:00,Luiz Peixoto
Sensacional,Outros,,2025-02-17 22:08:00,Alessandro Segalla
"Olha, segui aqui o readme da solução e vamos ver se funciona",Outros,,2025-02-17 22:21:00,Luiz Peixoto
"Pensar de traz para frente é uma dica que dou.  Quando pedir a uma AI para fazer algo, peça que lhe dê um manual de como usar.  Depois peça que implemente e dê um README.",Outros,,2025-02-17 22:22:00,Luiz Peixoto
Será que esse negócio funciona?,Outros,,2025-02-17 22:22:00,Luiz Peixoto
kkkk famosa engenharia reversa,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 22:22:00,Viny Campos
Acabei de registrar o meu voto.,Outros,,2025-02-17 22:23:00,Alessandro Segalla
‎IMG-20250217-WA0005.jpg (arquivo anexado),Outros,,2025-02-17 22:24:00,Luiz Peixoto
Tanta coisa…,Outros,,2025-02-17 22:25:00,Alessandro Segalla
"É divertido.  Foi a única coisa que me fez relaxar no calor de 45 graus, sem internet hoje",Outros,,2025-02-17 22:25:00,Luiz Peixoto
xo votar,Outros,,2025-02-17 22:26:00,Viny Campos
votei,Outros,,2025-02-17 22:26:00,Viny Campos
Eu também.  Mas assim fica sem graça.  As opções não dão divergência para resolver.  Vamos esperar mais votos do pessoal para testar esse aplciativo.  Mas vamos fazer sim.,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 22:29:00,Luiz Peixoto
‎PTT-20250217-WA0004.opus (arquivo anexado),Outros,,2025-02-17 22:31:00,Luiz Peixoto
‎IMG-20250218-WA0000.jpg (arquivo anexado),Outros,,2025-02-18 06:07:00,Luiz Peixoto
"Bom dia, Luiz. Não me deve nada. Eu só fiz 2 testes com o Claude e o DeepSeek.",Ferramentas e Plataformas,LLMs e Modelos,2025-02-18 09:21:00,Alessandro Segalla
Mas uma das respostas levou a outra pesquisa que destravou um projeto aqui.,Outros,,2025-02-18 09:30:00,Luiz Peixoto
"Bom dia, colegas. Gostaria de consultá-los sobre algumas ideias que tive ontem.",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-18 10:09:00,Alessandro Segalla
"Em razão das interações de ontem, e dos resultados fantásticos que o nosso colega @5521969191621  tem obtido em seus projetos, me animei e passei a refletir em projetos que entendo muito importantes para a Advocacia, a saber:",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-18 10:09:00,Alessandro Segalla
‎IMG-20250219-WA0004.jpg (arquivo anexado),Outros,,2025-02-19 07:54:00,Luiz Peixoto
*Usei o modelo do flash thinking para fazer o sumário da denúncia do Golpe de Estado*,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-19 11:42:00,Luiz Peixoto
Prompt para o perplexity no modo deepresarch:,Ferramentas e Plataformas,LLMs e Modelos,2025-02-19 11:45:00,Luiz Peixoto
‎IMG-20250219-WA0010.jpg (arquivo anexado),Outros,,2025-02-19 11:48:00,Luiz Peixoto
É a primeira vez que a pesquisa do perplexity falha,Ferramentas e Plataformas,LLMs e Modelos,2025-02-19 13:42:00,Luiz Peixoto
‎IMG-20250219-WA0012.jpg (arquivo anexado),Outros,,2025-02-19 13:51:00,Luiz Peixoto
‎IMG-20250219-WA0016.jpg (arquivo anexado),Outros,,2025-02-19 14:07:00,Luiz Peixoto
o segundo ponto da pra fazer com analise preditiva,Outros,,2025-02-19 14:50:00,Viny Campos
https://drive.google.com/file/d/1v-prA3KICcoqXSZClQ_ewFDJaxyTU0hR/view?usp=drivesdk,Ferramentas e Plataformas,Código e Bibliotecas,2025-02-19 15:40:00,Luiz Peixoto
‎IMG-20250219-WA0021.jpg (arquivo anexado),Outros,,2025-02-19 16:36:00,Luiz Peixoto
"Embora a Ai tenha acesso ao Github e o tenha citado, por hora o acesso está restrito até que tenhamos toda documentação organizada. Já estou trablanhando nisso",Outros,,2025-02-19 16:40:00,Luiz Peixoto
Vixi… Agora a coisa ficou séria 🧐,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-19 17:24:00,Alessandro Segalla
https://youtu.be/TuiPnNZ-gMA?si=_xk6mnGEXloV0MuO,Outros,,2025-02-20 15:58:00,Luiz Peixoto
‎IMG-20250220-WA0013.jpg (arquivo anexado),Outros,,2025-02-20 17:41:00,Luiz Peixoto
‎IMG-20250220-WA0014.jpg (arquivo anexado),Outros,,2025-02-20 17:41:00,Luiz Peixoto
Bem-vindos(as),Outros,,2025-02-20 18:42:00,Luiz Peixoto
"@558181252689+55 81 8125-2689 Wesley, o prompt inicial no aistudio está lá na nota se quiser ver.  Na introdução tem o link para todos os chats",Aplicações Jurídicas Práticas,Documentos Jurídicos e Peças Processuais,2025-02-20 19:10:00,Luiz Peixoto
Se quiser acesso a todo o notebook é só falar que abro,Outros,,2025-02-20 20:44:00,Luiz Peixoto
Saudações! Prof. Willian Meister - Itapema / SC.,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-20 20:53:00,Prof. Willian Meister
Recebi o estudo realizado por este grupo e fiquei bastante interessado sobre quem são vocês. Tenho me interessado bastante no uso das inteligências regenerativas como ferramentas para um salto de qualidade e profundidade nas pesquisas científicas.,Ferramentas e Plataformas,Geral,2025-02-20 20:58:00,Prof. Willian Meister
Estou disponível para contribuir com os debates por aqui a partir de meus ainda muito superficiais conhecimentos.,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-20 20:58:00,Prof. Willian Meister
"Bem-vindo Professor, é um prazer tê-lo conosco.  Vou iniciar uma pesquisa nova agora. Se quiser participar fazendo em paralelo para compararmos os resultados com várias llms, já fica a primeira sugestão.  Vale para todo o pessoal.",Ferramentas e Plataformas,LLMs e Modelos,2025-02-20 21:59:00,Luiz Peixoto
"Realize uma pesquisa jurídico-dogmática **exaustiva e crítica** sobre a **Formação de Precedente Qualificado no Brasil**, com foco nas Cortes Superiores (STF e STJ), seguindo este roteiro analítico:",Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-20 21:59:00,Luiz Peixoto
quando o meu resultado ficar pronto posto aqui.,Outros,,2025-02-20 21:59:00,Luiz Peixoto
Estou fazendo análise preditiva de julgados e isso tem me interessado bastante,Outros,,2025-02-20 22:05:00,Viny Campos
Aprofundar mais ainda,Outros,,2025-02-20 22:05:00,Viny Campos
Pois os resultados são excelentes,Outros,,2025-02-20 22:05:00,Viny Campos
Estou quase terminando aqui e fiz uma crítica ao resultado pedindo uma complementação do que faltou apreciar na primeira rodada. Agora estou colocando as citações em ordem para garantir a consistência e renumerando as citações no formato ABNT.  Provavelmente teremos um bom material para reformular os prompts de pesquisa de jurisprudência.,Ferramentas e Plataformas,Zotero,2025-02-20 22:35:00,Luiz Peixoto
vamos ler juntos.  Ainda não avaliei,Outros,,2025-02-20 22:41:00,Luiz Peixoto
‎Formação de Precedente Qualificado no Brasil_Uma Análise Jurídico-Dogmática nas Cortes Superiores.pdf (arquivo anexado),Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-20 22:55:00,Luiz Peixoto
Sensacional!,Outros,,2025-02-20 22:57:00,Alessandro Segalla
ainda preciso mudar o modelo de geração. mas já aprendi a fazer isso,Outros,,2025-02-20 22:57:00,Luiz Peixoto
Para mais detalhes sobre o processo de iteração para gerar essa pesquisa acesse o gráfico,Aplicações Jurídicas Práticas,Processos e Fluxos de Trabalho Jurídicos,2025-02-20 23:33:00,Luiz Peixoto
https://youtu.be/wjZofJX0v4M?si=28f0behlWxWwMG55,Outros,,2025-02-20 23:59:00,Luiz Peixoto
‎IMG-20250221-WA0000.jpg (arquivo anexado),Outros,,2025-02-21 00:06:00,Luiz Peixoto
"MoE, a ideia central por traz da rede neural e dos transformes",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-21 00:09:00,Viny Campos
Quando você entende,Outros,,2025-02-21 00:09:00,Viny Campos
Tudo muda,Outros,,2025-02-21 00:09:00,Viny Campos
"Esses vídeos são sensacionais, são parte de um curso de matemática que consegui aqui. Estou estudando para entender as notações matemáticas e a aplicação dos problemas matemáticos na interpretação de argumentação.",Interdisciplinaridade e Fundamentos Teóricos,Matemática e Estatística,2025-02-21 00:10:00,Luiz Peixoto
a última de hoje é uma plataforma que vou compartilhar com vocês para usarem gratuitametne o deepseek R1 (SEM SENSURA),Ferramentas e Plataformas,Geral,2025-02-21 00:12:00,Luiz Peixoto
https://labs.perplexity.ai,Ferramentas e Plataformas,LLMs e Modelos,2025-02-21 00:12:00,Luiz Peixoto
Deep search do perplexity tá topzera,Ferramentas e Plataformas,LLMs e Modelos,2025-02-21 00:12:00,Viny Campos
"E a sessão do zoom, vai rolar amanhã?",Outros,,2025-02-21 00:24:00,Luiz Peixoto
Qual horário?,Outros,,2025-02-21 00:24:00,Viny Campos
ué? 10 horas,Outros,,2025-02-21 00:24:00,Luiz Peixoto
quem vai disponibilizar a sala?,Outros,,2025-02-21 00:25:00,Luiz Peixoto
Não consigo acompanhar o grupo 100%🤣,Outros,,2025-02-21 00:25:00,Viny Campos
Teve um rapaz que falou que ia anteontem,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-21 00:25:00,Viny Campos
quem foi? Vamos esperar. Vou tentar um amigo aqui também,Outros,,2025-02-21 00:26:00,Luiz Peixoto
Me informem o horário e forneço o link para quem quiser ou puder participar.,Outros,,2025-02-21 07:43:00,Alessandro Segalla
"@5521969191621 Eu gostaria de incluir no grupo o Prof. Fernando Aguillar de SP, idealizador de um sistema de gamificação jurídica na educação e que poderá contribuir com a gente.",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-21 07:57:00,Alessandro Segalla
‎Aguillar.vcf (arquivo anexado),Outros,,2025-02-21 07:57:00,Alessandro Segalla
"Poderia fazer a inclusão dele, por favor?",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-21 07:58:00,Alessandro Segalla
‎PTT-20250221-WA0001.opus (arquivo anexado),Outros,,2025-02-21 13:52:00,Luiz Peixoto
‎PTT-20250221-WA0004.opus (arquivo anexado),Outros,,2025-02-21 14:09:00,Luiz Peixoto
"Já enviei o convite. Por favor, faça contato com o Professor novamente para confirmar.",Código Aberto e Custo,Custo e Viabilidade Econômica,2025-02-21 14:24:00,Luiz Peixoto
Obrigado!,Outros,,2025-02-21 15:14:00,Alessandro Segalla
@5521969191621 Quais plugins do Obsidian você recomenda?,Ferramentas e Plataformas,Obsidian,2025-02-21 16:25:00,Alessandro Segalla
‎IMG-20250221-WA0008.jpg (arquivo anexado),Outros,,2025-02-21 16:44:00,Luiz Peixoto
Obrigado.,Outros,,2025-02-21 16:45:00,Alessandro Segalla
"use um de cada vez, senão vai dar um nó na cabeça",Outros,,2025-02-21 16:45:00,Luiz Peixoto
Deus me ajude.,Outros,,2025-02-21 16:46:00,Alessandro Segalla
"comece do simples.  Por exemplo, vou te mandar uma nota do obsidian que estou criando aqui para você fazer um exercício com AI, a medida que for fazendo o exercício e tiver dúvidas crie outra nota e insira um link.",Ferramentas e Plataformas,Obsidian,2025-02-21 16:46:00,Luiz Peixoto
Beleza. Obrigado.,Outros,,2025-02-21 16:48:00,Alessandro Segalla
‎IMG-20250221-WA0009.jpg (arquivo anexado),Outros,,2025-02-21 16:55:00,Luiz Peixoto
Olá! Como abre a nota no obsidian?,Ferramentas e Plataformas,Obsidian,2025-02-21 17:06:00,+55 21 99131-9888
abre o link que enviei com a nota inicial copia e cola no obsidian,Ferramentas e Plataformas,Obsidian,2025-02-21 17:29:00,Luiz Peixoto
@5511996888062 já conseguiu fazer isso.  Será que ele pode te ajudar?,Outros,,2025-02-21 17:31:00,Luiz Peixoto
Eu tenho aqui o primeiro exemplo de resposta.  Claro que fiz o desafio também.  https://share.note.sx/xmi1tnrq,Outros,,2025-02-21 17:32:00,Luiz Peixoto
Abra a pasta do cofre e copie para lá,Outros,,2025-02-21 17:37:00,Alessandro Segalla
Isso,Outros,,2025-02-21 17:38:00,Luiz Peixoto
Copio o link? Vou tentar,Outros,,2025-02-21 17:38:00,+55 21 99131-9888
‎PTT-20250221-WA0011.opus (arquivo anexado),Outros,,2025-02-21 17:39:00,Luiz Peixoto
"Não Rodrigo,",Outros,,2025-02-21 17:42:00,Luiz Peixoto
‎PTT-20250221-WA0012.opus (arquivo anexado),Outros,,2025-02-21 17:43:00,Luiz Peixoto
Eu copiei o arquivo md e colei na pasta (cofre) do Obsidian,Ferramentas e Plataformas,Obsidian,2025-02-21 17:43:00,Alessandro Segalla
‎PTT-20250221-WA0013.opus (arquivo anexado),Outros,,2025-02-21 17:44:00,Luiz Peixoto
‎PTT-20250221-WA0014.opus (arquivo anexado),Outros,,2025-02-21 17:46:00,Luiz Peixoto
"Conseguiu, @5521991319888 ?",Outros,,2025-02-21 17:49:00,Alessandro Segalla
Vou tentar!,Outros,,2025-02-21 17:55:00,+55 21 99131-9888
‎PTT-20250221-WA0015.opus (arquivo anexado),Outros,,2025-02-21 18:03:00,Alessandro Segalla
Estou respondendo essas mensagens para atualizar o pesssoal sobre o que estamos falando,Outros,,2025-02-21 18:14:00,Luiz Peixoto
consegui fazer um desavio aqui.  olha a resposta  https://share.note.sx/xmi1tnrq,Outros,,2025-02-22 00:24:00,Luiz Peixoto
Olha que legal.  A perplexity nos achou,Ferramentas e Plataformas,LLMs e Modelos,2025-02-22 14:38:00,Luiz Peixoto
👏👏👏,Outros,,2025-02-22 14:49:00,Alessandro Segalla
‎IMG-20250222-WA0010.jpg (arquivo anexado),Outros,,2025-02-22 14:51:00,Luiz Peixoto
Quanto avanço!,Outros,,2025-02-22 14:54:00,Paulo Carlos Adv
"Fantástico. Não há limites. Parabéns, @5521969191621 .",Outros,,2025-02-22 14:55:00,Alessandro Segalla
Eu fiz essa ai porque era o mais difícil pra testar a euristica de Taleb.  Mas temos uma sessão toda dedicaada aos iniciantes.,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-22 15:00:00,Luiz Peixoto
"Notem que nesse ai falta criar os arquivos.  Podemos começar avaliando o primeiro lá em cima para melhorar, por exemplo, a citação das fontes.  Tem uns links inválidos. O que mostra que o modelo alucinou.  Problema do Gemini.  O deepseek não estava pesquisando. Mais ai eu descobri como instalar o deepresarch localmente.  Já pensaram, ter o seu perplexity particular?",Ferramentas e Plataformas,Zotero,2025-02-22 15:04:00,Luiz Peixoto
Ontem eu comentei com amigos os trabalhos que você tem desenvolvido.,Outros,,2025-02-22 15:05:00,Alessandro Segalla
‎STK-20230607-WA0003.webp (arquivo anexado),Outros,,2025-02-22 15:05:00,Luiz Peixoto
‎VID-20250222-WA0012.mp4 (arquivo anexado),Outros,,2025-02-22 15:05:00,Luiz Peixoto
Eu consegui baixar o DeepSeek com o Ollama.,Ferramentas e Plataformas,LLMs e Modelos,2025-02-22 15:06:00,Alessandro Segalla
tem que ver o tamanho do modelo e o da tua vram.  estava fazendo isso ontem,Conceitos Técnicos e Fundamentos de IA,Hardware e Infraestrutura,2025-02-22 15:07:00,Luiz Peixoto
bora documentar a experiênncia.  Faz ai no teu valut,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-22 15:07:00,Luiz Peixoto
não liga pra beleza,Outros,,2025-02-22 15:08:00,Luiz Peixoto
‎STK-20250107-WA0024.webp (arquivo anexado),Outros,,2025-02-22 15:08:00,Luiz Peixoto
vo udar uma volta,Outros,,2025-02-22 15:08:00,Luiz Peixoto
Só para lembrar onde essa conversa começou,Outros,,2025-02-22 15:09:00,Luiz Peixoto
Já pensou ter um perplexity? Seria fantástico!!!,Ferramentas e Plataformas,LLMs e Modelos,2025-02-22 15:14:00,Paulo Carlos Adv
"@5521969191621 comecei a refletir aqui, começamos o grupo com uma live e algumas pessoas, agora já estamos bem avançados, estamos vendo alguma coisa surgir. Legal!",Outros,,2025-02-22 15:16:00,Paulo Carlos Adv
É verdade. O rítmo das mudanças  é muito rápido.  Acredito que estratégia é aprender um pouco a cada dia.  O pessoal está chegando mesmoo.,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-23 19:22:00,Luiz Peixoto
‎IMG-20250223-WA0027.jpg (arquivo anexado),Outros,,2025-02-23 22:48:00,Luiz Peixoto
vou tentar com outro modelo e retorno com o resultado da pesquisa.,Outros,,2025-02-23 22:52:00,Luiz Peixoto
"Opa, aguardamos",Outros,,2025-02-23 22:54:00,Viny Campos
estou criando um prompt para analisar os problemas com a questão da teoria da actio nata,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-23 23:02:00,Luiz Peixoto
"usei outro modelo, o Qwen da Alibaba  que tem batido o o3 e o Deepseek R1",Ferramentas e Plataformas,LLMs e Modelos,2025-02-23 23:03:00,Luiz Peixoto
E aqui está o link do novo desafio.  Quem quiser tentar com outras ferramentas o prompt gerado ficou assim> https://share.note.sx/dw5v72nu,Ferramentas e Plataformas,Geral,2025-02-23 23:04:00,Luiz Peixoto
‎IMG-20250223-WA0028.jpg (arquivo anexado),Outros,,2025-02-23 23:24:00,Luiz Peixoto
"me parece que tem um errino em algum ponto de umas das bibliografias, vou atualizar aqui com a minha base de dados do zotero",Ferramentas e Plataformas,Zotero,2025-02-23 23:26:00,Luiz Peixoto
‎STJ - 2019 - RECURSO ESPECIAL Nº 1.745.643 - MT (20170213622-4.pdf (arquivo anexado),Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-23 23:28:00,Luiz Peixoto
‎Relatório Zotero Actio Nata.html (arquivo anexado),Ferramentas e Plataformas,Zotero,2025-02-23 23:30:00,Luiz Peixoto
é só baixar e abrir no browser,Outros,,2025-02-23 23:31:00,Luiz Peixoto
"Tem também uma obra seminal citada. VON SAVIGNY, Friedrich Karl. Sistema del derecho romano actual. [s.l.]: F. Góngora y Compañía, 1879. Disponível em: <https://books.google.com/books?hl=en&lr=&id=_CQUAAAAYAAJ&oi=fnd&pg=PA79&dq=SAVIGNY,+Friedrich+Karl+Von.+Sistema+del+Derecho+Romano+Actual.+1879,+Tomo+IV,&ots=7jgxgJgqky&sig=uVS45iDFWx67vutzpQCbA-ktKIw>. Acesso em: 26 jul. 2024.",Interdisciplinaridade e Fundamentos Teóricos,Informática e Tecnologia,2025-02-23 23:38:00,Luiz Peixoto
‎IMG-20250224-WA0000.jpg (arquivo anexado),Outros,,2025-02-24 00:08:00,Luiz Peixoto
‎IMG-20250224-WA0001.jpg (arquivo anexado),Outros,,2025-02-24 00:10:00,Luiz Peixoto
‎IMG-20250224-WA0002.jpg (arquivo anexado),Outros,,2025-02-24 00:12:00,Luiz Peixoto
A atualização dessa ferramenta é até 2023. Eu fui comparar e vi que o ChatGPT deu resposta com projeção para 2025 <Mensagem editada>,Ferramentas e Plataformas,Geral,2025-02-24 00:13:00,Paulo Carlos Adv
"Estou criando um Jail Break - é um ""prompt habeas corpus"" - para eliminar esses vieses.  Imagina só, a gente buscando questões sobre direito penal, constitucional, casos de questões controvertídas com rigor intelectual e científico",Aplicações Jurídicas Práticas,Áreas do Direito,2025-02-24 00:17:00,Luiz Peixoto
"Pessoal,",Outros,,2025-02-24 00:46:00,Luiz Peixoto
‎IMG-20250224-WA0003.jpg (arquivo anexado),Outros,,2025-02-24 01:23:00,Luiz Peixoto
isso é que é viés!!!!,Outros,,2025-02-24 01:23:00,Luiz Peixoto
‎A Teoria da Actio Nata no Contexto de Violência Doméstica.pdf (arquivo anexado),Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-24 02:57:00,Luiz Peixoto
bom dia. alguém tem algum anonimizador de dados para compartilhar?,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-24 10:01:00,PNe 1vc_pnz
Me chama no privado pra dar mais detalhes,Outros,,2025-02-24 13:13:00,Luiz Peixoto
‎IMG-20250224-WA0021.jpg (arquivo anexado),Outros,,2025-02-24 19:54:00,Luiz Peixoto
‎Crítica sobre Métodos de Estruturação de Problemas Jurídicos para Otimização de Pesquisas com IA.pdf (arquivo anexado),Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-24 20:00:00,Luiz Peixoto
‎IMG-20250224-WA0023.jpg (arquivo anexado),Outros,,2025-02-24 20:36:00,Luiz Peixoto
"‎Ambição, Ética e Disrupção Tecnológica.pdf (arquivo anexado)",Conceitos Técnicos e Fundamentos de IA,"Raciocínio, Lógica e Semântica",2025-02-24 20:37:00,Luiz Peixoto
Bem vindos os novos membros. ,Outros,,2025-02-24 20:37:00,Luiz Peixoto
👏👏👏,Outros,,2025-02-24 20:39:00,Alessandro Segalla
"Aos novos membros, sejam bem vindos!",Outros,,2025-02-24 20:41:00,Paulo Carlos Adv
"Bem-vindos, colegas. Sintam-se abraçados!",Outros,,2025-02-24 20:42:00,Alessandro Segalla
‎Entendendo Algoritmos Definições e Aplicações na Matemática e Informática.pdf (arquivo anexado),Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-24 21:18:00,Luiz Peixoto
‎PTT-20250224-WA0025.opus (arquivo anexado),Outros,,2025-02-24 21:19:00,Luiz Peixoto
